EntryNum1,FirstAuthLastName2,Year3,NumCites4,DatePulled5,Dbsource6,FullCite7,ScaleTitle8,CronAlpha9,NumItems10,Intermixed11,FirstValidation12,ItemTexts13,ScalePoints14,Instructions15,Notes16,jif17,Category18,EgoStatements19,,
269,Rabjohn,2008,62,10/22/21,Google Scholar,"Rabjohn, N., Cheung, C. M., & Lee, M. K. (2008, January). Examining the perceived credibility of online opinions: information adoption in the online environment. In Proceedings of the 41st Annual Hawaii International Conference on System Sciences (HICSS 2008) (pp. 286-286). IEEE.",Timelineness,0.92,3,FALSE,TRUE,The comments in Openrice.com are current.; The comments in Openrice.com are timely.; The comments in Openrice.com are up-to-date.,7,"CR-Composite Reliability, AVE-Average Variance Extracted",,3.79.,HCI,FALSE,,
270,Rabjohn,2008,62,10/22/21,Google Scholar,"Rabjohn, N., Cheung, C. M., & Lee, M. K. (2008, January). Examining the perceived credibility of online opinions: information adoption in the online environment. In Proceedings of the 41st Annual Hawaii International Conference on System Sciences (HICSS 2008) (pp. 286-286). IEEE.",Relevance,0.92,3,FALSE,TRUE,The comments in Openrice.com are relevant.; The comments in Openrice.com are appropriate.; The comments in Openrice.com are applicable,7,"CR-Composite Reliability, AVE-Average Variance Extracted",,3.79.,HCI,FALSE,,
271,Ferguson,2014,85,07-10-2014,Google Scholar,"Ferguson, M., Carlson, D., & Kacmar, K. M. (2015). Flexing work boundaries: The spillover and crossover of workplace support. Personnel Psychology, 68(3), 581-614.",Incumbent Boundary Management Ability,0.89,3,FALSE,TRUE,"I think my spouse does a good job of managing the boundaries between work and family consistent with the expectation of our family.;  In order to meet our family expectations, my spouse is good at navigating the line between work and family.; My spouse is good at balancing work and family demands consistent with what we have agreed on is best for our family situation. ",5,,,7.073,Psychology,TRUE,,
272,Ferguson,2014,85,07-10-2014,Google Scholar,"Ferguson, M., Carlson, D., & Kacmar, K. M. (2015). Flexing work boundaries: The spillover and crossover of workplace support. Personnel Psychology, 68(3), 581-614.",Commitment to Incumbent’s Organization,0.84,3,FALSE,TRUE,I really care about the fate of my spouse’s organization.; I hope my spouse will work for his/her current organization for a long time.;  I think my spouse’s organization is a great place for my spouse to work.ork and family demands consistent with what we have agreed on is best for our family situation. ,5,,,7.073,Psychology,TRUE,,
273,Gagne,2010,884,10-02-2021,Google Scholar,"Gagné, M., Forest, J., Gilbert, M. H., Aubé, C., Morin, E., & Malorni, A. (2010). The motivation at work scale: Validation evidence in two languages. Educational and psychological measurement, 70(4), 628-646.",Motivation at Work - Intrinsic,0.89,3,FALSE,TRUE,Because I enjoy this work very much; Because I have fun doing my job; For the moments of pleasure that this job brings me,7,"“Using the scale below, please indicate for each of the following statements to what
degree they presently correspond to one of the reasons for which you are doing this specific job” and is
accompanied by the scale 1= not at all; 2= very little; 3 = a little; 4 = moderately; 5 = strongly; 6 = very strongly;
7= exactly.",Intrument was developed in French and English,1.66,Psychology,TRUE,,
274,Gagne,2010,884,10-02-2021,Google Scholar,"Gagné, M., Forest, J., Gilbert, M. H., Aubé, C., Morin, E., & Malorni, A. (2010). The motivation at work scale: Validation evidence in two languages. Educational and psychological measurement, 70(4), 628-646.",Motivation at Work - Indentified,0.83,3,FALSE,TRUE,I chose this job because it allows me to reach my life goals; Because this job fulfills my career plans; Because this job fits my personal values,7,"“Using the scale below, please indicate for each of the following statements to what
degree they presently correspond to one of the reasons for which you are doing this specific job” and is
accompanied by the scale 1= not at all; 2= very little; 3 = a little; 4 = moderately; 5 = strongly; 6 = very strongly;
7= exactly.",Intrument was developed in French and English,1.66,Psychology,TRUE,,
275,Gagne,2010,884,10-02-2021,Google Scholar,"Gagné, M., Forest, J., Gilbert, M. H., Aubé, C., Morin, E., & Malorni, A. (2010). The motivation at work scale: Validation evidence in two languages. Educational and psychological measurement, 70(4), 628-646.",Motivation at Work - Introjected,0.75,3,FALSE,TRUE,"Because I have to be the best in my job, I have to be a “winner”; Because my work is my life and I don’t want to fail; Because my reputation depends on it",7,"“Using the scale below, please indicate for each of the following statements to what
degree they presently correspond to one of the reasons for which you are doing this specific job” and is
accompanied by the scale 1= not at all; 2= very little; 3 = a little; 4 = moderately; 5 = strongly; 6 = very strongly;
7= exactly.",Intrument was developed in French and English,1.66,Psychology,TRUE,,
276,Gagne,2010,884,10-02-2021,Google Scholar,"Gagné, M., Forest, J., Gilbert, M. H., Aubé, C., Morin, E., & Malorni, A. (2010). The motivation at work scale: Validation evidence in two languages. Educational and psychological measurement, 70(4), 628-646.",Motivation at Work - Extrinsic,0.69,3,FALSE,TRUE,Because this job affords me a certain standard of living; Because it allows me to make a lot of money; I do this job for the paycheck,7,"“Using the scale below, please indicate for each of the following statements to what
degree they presently correspond to one of the reasons for which you are doing this specific job” and is
accompanied by the scale 1= not at all; 2= very little; 3 = a little; 4 = moderately; 5 = strongly; 6 = very strongly;
7= exactly.",Intrument was developed in French and English,1.66,Psychology,TRUE,,
277,Rojas,1996,402,Dec-23,Google Scholar,"Rojas, H., Shah, D. V., & Faber, R. J. (1996). For the good of others: Censorship and the third-person effect. International Journal of Public Opinion Research, 8(2), 163-186.",General censorship,0.76,7,FALSE,TRUE,"No matter how controversial an idea is, an individual should be able to express it publicly.;Everybody should have full liberty of propagandizing for what they believe to be true.;Even though freedom of speech for all
groups is a worthwhile goal, it is unfortunately necessary to restrict the freedom of certain groups.;All individuals should have the right to openly express their ideas, no matter how prejudiced they might be.;CDs containing unpopular viewpoints should be kept behind the counter in stores.;College officials should be able to ban persons with extreme views from speaking at campus events.;Demonstrations/rallies by controversial political groups should be restricted.",5,,,1.644,social science,FALSE,,
278,Rojas,1996,402,Dec-23,Google Scholar,"Rojas, H., Shah, D. V., & Faber, R. J. (1996). For the good of others: Censorship and the third-person effect. International Journal of Public Opinion Research, 8(2), 163-186.",; television violence,0.81,5,FALSE,TRUE,Motion pictures that offend any sizable group should be banned.;Network censors should reduce the amount of violence on TV.;Television producers should be able to present brutality to enhance their program's story line.;Today's standards regarding violent content on TV are too lax.;Legislators should regulate the amount of violence permissible on television.,5,,,1.644,social science,FALSE,,
279,Rojas,1996,402,Dec-23,Google Scholar,"Rojas, H., Shah, D. V., & Faber, R. J. (1996). For the good of others: Censorship and the third-person effect. International Journal of Public Opinion Research, 8(2), 163-186.",pornography,0.81,4,FALSE,TRUE,"Magazines like Penthouse and Hustler should be restricted from sale at local convenience stores.;Today's media standards regarding sexually explicit material are too strict.;For pornographers freedom of expression
should be restricted.;Chain video stores should make Adult (X rated) videos available.",5,,,1.644,social science,FALSE,,
280,You,2018,60,12/23/2021,Google Scholar,"You, S., & Robert Jr, L. P. (2018). Human-robot similarity and willingness to work with a robotic co-worker. Proceedings of the 2018 ACM/IEEE International Conference on Human-Robot Interaction, 251–260.",,0.83,3,FALSE,TRUE,"For this job, I would prefer to work with the robot instead of a human.;For this job, I would rather replace a human with the robot.;For this job, I would rather team up with the robot than a human.",5,,,2.64,HCI,TRUE,,
281,Stone,1993,1888,12/23/2021,Google Scholar,"Stone, R. N., & Grønhaug, K. (1993). Perceived risk: Further considerations for the marketing discipline. European Journal of marketing, 27(3), 39-50.",,,,,,,,,,,,,,
282,Defloor,2004,144,1/18/2022,Proquest,"Defloor, T., & Grypdonck, M. F. (2004). Validation of pressure ulcer risk assessment scales: a critique. Journal of advanced nursing, 48(6), 613-621.",,Not mentioned,,,,,,,,,,,,No Cronalpha
283,Bhat,2017,15,1/19/2022,Proquest,"Bhat, S. A., & Bashir, M. (2018). Measuring ICT orientation: Scale development & validation. Education and Information Technologies, 23(3), 1123-1143.",ICT ORIENTATION SCALE,0.86,15,FALSE,?,"ICT based methodologies promotes conducive teaching and learning environment.;Use of the ICT based methodologies raise the curriculum standards.;ICT based methodologies are positively correlated with academic performance of students.;Online surfing of learning material make my students more effective day by day.;ICT enabled teaching methodologies build confidence for preparation and presentation of lectures.;It is easier to communicate through ICT applications like online quizzes, educational blogs & common e-mails.;Usage of ICT based methodologies brings positive change in classroom.;ICT usage costs physical and social activities.;ICT based methodologies are very supportive in developing my working style.;Availability of ICT resources increases my productivity and professional effectiveness. ;ICT enabled teaching is better than traditional methods of teaching.;Using ICT based methodologies in teaching learning process make teachers casual and lenient.;ICT provides my students with opportunities to plagiarize content using copy & paste.;It is convenient to share assignments, lecture notes and study material through ICT.;Different learning preferences and styles of students are properly handled with the help of ICT.",,"Following statements are regarding ICT Orientation. Please read each statement carefully and mark your response on five alternatives provided viz., Strongly Agree=SA, Agree=A, Neutral=N, Disagree=D & Strongly Disagree=SD. Put a tick on alternative which is close to your view. It is requested to yourself please answer all statements. Please answer freely as your responses will be kept confidential and will used for research purpose only.",,?,Education,,,
284,Wilkins,2018,2,1/19/2022,Proquest,"Wilkins, C. H., Villalta-Gil, V., Houston, M. M., Joosten, Y., Richmond, A., Vaughn, Y. C., ... & Wallston, K. A. (2018). Development and validation of the Person-Centeredness of Research Scale. Journal of comparative effectiveness research, 7(12), 1153-1159.",Patient-Centered Outcomes Research Scale with 11 items,0.93,11,FALSE,?,"Beliefs are defined as the state of mind in which a person thinks something to be the case, with or without there being empirical evidence to prove that something is the case with factual certainty. Beliefs can be cultural or faith-based. Does the information reflect beliefs you think are relevant to the population of interest (or to patients/community members in general)?;Attitudes are defined as ‘settled/ingrained ways of thinking or feeling about someone or something, typically one that is reflected in a person’s behavior, whether consciously or unconsciously’. Attitudes can be positive or negative, mixed or unsure, and are particularly relevant in reference to research/healthcare. Does the information reflect attitudes you think are relevant to the population of interest (or to patients/community members in general)?;Concerns are defined as ‘matters of interest or importance to someone’. Concerns can be related to feelings about how the research is developed and carried out. Does the information reflect concerns you think are relevant to the population of interest (or to patients/community members in general)?;Values are defined as ‘a person’s principles or standards of behavior; one’s judgments of what is important in life’. Values can relate to new medication, treatment opportunities and/or cost–effectiveness. Does the information reflect values you think are relevant to the population of interest (or to patients/community members in general)?;Are patient and/or community needs taken into consideration? 12 3 3 12;For any suggestions given, are the suggestions relevant to the population of interest (or to patient and/or community members in general)?;Does the information address patient-centered and/or community-centered outcomes? 10 12 3 5;Does the information address research priorities of the population of interest (or patient and/or community members in general)?;Does the information address healthcare needs of the population of interest (or patient and/or community members in general)?;Does the information address the best methods to communicate with the population of interest (or patient and/or community members in general)?;Does the information address opportunities to engage the population of interest (or patients and/or community members in general) in decision-making around the research planning, implementation or results dissemination?",,"Questions in italics are those that were eliminated from the final version of the PCoR Scale. Table shows the number of questions given the exact same rating by each of two raters ( = 0), as well as how many questions had scores that differed by only one point but remained in the same category (either both rated as nonpatient-centered [a 1 and a 2] or both rated as patient-centered [a 3 and a 4];  = 1 - same), and those that differed by one point but changed the category (e.g., a rating of 2 by one rater and 3 by the other rater;  = 1 - different) or those that differed by two or more points (indicating extreme unreliability;  = 2). PCoR Scale: Person Centeredness of Research Scale",,,Healthcare ,,,
285,Wilkins,2018,2,1/19/2022,Proquest,"Wilkins, C. H., Villalta-Gil, V., Houston, M. M., Joosten, Y., Richmond, A., Vaughn, Y. C., ... & Wallston, K. A. (2018). Development and validation of the Person-Centeredness of Research Scale. Journal of comparative effectiveness research, 7(12), 1153-1159.",Patient-Centered Outcomes Research Scale with 7 items,0.95,7,FALSE,?,"There is evidence that beliefs relevant to the population of interest or to patients/community members in general are included or addressed in the research.;There is evidence that attitudes relevant to the population of interest or to patients/community members in general are included or addressed in the research.;There is evidence that concerns relevant to the population of interest or to patients/community members in general are included or addressed in the research.;Person/community-centered goals and/or outcomes are included or addressed in the research.;Research priorities of interest to the patient/community are included or addressed in the research.;The needs of the patient/community are included or addressed in the research. ;Individuals representing patients and/or communities are engaged in the research as stakeholders, advisors, consultants or team members (beyond serving as research participants or volunteers).",,,,,Healthcare ,,,
286,DeSousa,2019,4,1/19/2022,Proquest,"DeSousa, M., Reeve, C. L., & Peterman, A. H. (2020). Development and initial validation of the Perceived Scarcity Scale. Stress and Health, 36(2), 131-146.",entire scale,0.91,24,TRUE,,"There are people in my life I can go to for support when I need it;There are people I can talk to when I have a problem;I have meaningful relationships in my life;If I were unable to provide for myself, there are people in my life who would help me make ends meet;I have the knowledge and/or skills to achieve my goals;I am confident in my ability to make good choices for myself;If there is something I need to know, I know who to ask for help or where to look up the information;I have enough knowledge to succeed in my profession/classes;I have had my phone turned off because I could not pay my bill on time;I have had my utilities (e.g., heat, water, etc.) turned off because I could not pay my bill;I have had to borrow money from family or friends to pay my bills;I do not have health insurance because it is not offered, I am unemployed, and/or I cannot afford to purchase it;I have not sought the health/medical care I needed because I could not afford it;I have had to move in with friends/family because I could not afford to live on my own;I go hungry because I cannot afford to buy more food.;I buy less nutritious foods because I cannot afford healthier options;I have enough time to exercise;I have enough time to engage in hobbies or engage in activities I enjoy;I have more to do than I have time to do it in ;I have enough time to meet all of my responsibilities ;Even though I am able to get done what needs to get done, I often feel like I do not have enough time;I have enough time to get done what needs to get done for work/school;I have enough time to cook healthy meals ;I have enough time to spend with family/friends ",,,,,Healthcare and economics,,,
287,DeSousa,2019,4,1/19/2022,Proquest,"DeSousa, M., Reeve, C. L., & Peterman, A. H. (2020). Development and initial validation of the Perceived Scarcity Scale. Stress and Health, 36(2), 131-146.",psychological resources scarcity subscale,0.88,8,TRUE,,"There are people in my life I can go to for support when I need it;There are people I can talk to when I have a problem;I have meaningful relationships in my life;If I were unable to provide for myself, there are people in my life who would help me make ends meet;I have the knowledge and/or skills to achieve my goals;I am confident in my ability to make good choices for myself;If there is something I need to know, I know who to ask for help or where to look up the information;I have enough knowledge to succeed in my profession/classes",,,,,Healthcare and economics,,,
288,DeSousa,2019,4,1/19/2022,Proquest,"DeSousa, M., Reeve, C. L., & Peterman, A. H. (2020). Development and initial validation of the Perceived Scarcity Scale. Stress and Health, 36(2), 131-146.",material scarcity scale,0.84,8,TRUE,,"I have had my phone turned off because I could not pay my bill on time;I have had my utilities (e.g., heat, water, etc.) turned off because I could not pay my bill;I have had to borrow money from family or friends to pay my bills;I do not have health insurance because it is not offered, I am unemployed, and/or I cannot afford to purchase it;I have not sought the health/medical care I needed because I could not afford it;I have had to move in with friends/family because I could not afford to live on my own;I go hungry because I cannot afford to buy more food.;I buy less nutritious foods because I cannot afford healthier options",,,,,Healthcare and economics,,,
289,DeSousa,2019,4,1/19/2022,Proquest,"DeSousa, M., Reeve, C. L., & Peterman, A. H. (2020). Development and initial validation of the Perceived Scarcity Scale. Stress and Health, 36(2), 131-146.",time scarcity scale,0.89,8,TRUE,,"I have enough time to exercise;I have enough time to engage in hobbies or engage in activities I enjoy;I have more to do than I have time to do it in ;I have enough time to meet all of my responsibilities ;Even though I am able to get done what needs to get done, I often feel like I do not have enough time;I have enough time to get done what needs to get done for work/school;I have enough time to cook healthy meals ;I have enough time to spend with family/friends ",,,,,Healthcare and economics,,,
290,Shimul,2019,25,1/19/2022,Proquest,"Shimul, A. S., Phau, I., & Lwin, M. (2019). Conceptualising luxury brand attachment: scale development and validation. Journal of Brand Management, 26(6), 675-690.",,,,,,,,,,,,,,
291,Boumpouli,2021,0,1/19/2022,Proquest,"Boumpouli, C., Brouzos, A., & Vassilopoulos, S. P. (2021). Conceptualizing Parenting Wisdom: Scale Development and Validation. Marriage & Family Review, 1-33.",total scale,0.92,30,TRUE,,"I focus on ways of amending my behavior that would be useful.;I am interested in examining possible connections between my childhood experiences and the way I raise my child.;I often think about the way I feel about things. Self-Reflection and Insight Scale;My experience in the parenting role helps me discover new things about myself.;I often examine if the way I nurture my child meets my child’s needs.;I reflect on the interaction between my child and myself as a parent.;I often examine if our parent-child interactions contribute to the parenting goals I have set.;I often evaluate if my reaction to a certain situation fits the given situation.;I often think about the way I think about things.;When I want to fully understand an important event that has happened with my child, I usually try to look at it from different angles. That is, look at it not only from my point of view but also from the perspective of my child.;When I am upset with my child, I usually try to “put myself in his/her shoes” for a while.;When I am trying to solve a problem, I think of as many options as possible until I cannot come up with any more ideas.;I try to look at everybody’s side of disagreement before I make a decision.;When I am confused by a problem that has arisen in the family, one of the first things I do is survey the situation and consider all relevant information.;When I have to reach an important decision, I take into account as many aspects as possible. That is, I take into consideration what my sense, my heart, my experiences, my principles, etc. say.;When making a decision, I consider both the immediate consequences and the long-term consequences of each option, which may even contradict each other.; Before criticizing a member of the family, I try to imagine how I would feel if I were in their place.;I usually ask family members to share how they look at things from their point of view, before I reach a conclusion regarding a situation.;I am able to control my anger.;When I’m faced with a stressful situation at home, I make myself think about it in a way that helps me stay calm.;Others admire me for being a relaxed parent.;I stay calm when having a disagreement with my child.;On the whole, I’m able to deal with stress deriving from parenting.;I have the ability to solve most problems that arise at home, even though initially no solution is immediately apparent.;Having been confronted with difficult experiences, has contributed to my overall personal growth.;When coping with a difficult situation, I try to learn something from this experience.;Difficult past events have helped me become more focused on priorities.;Having dealt with difficult situations has led me to deal with stress and problems in a better way.;I have experienced difficulties that have taught me how to adjust to situations I cannot change.",,,,,psychology,,,
292,Boumpouli,2021,0,1/19/2022,Proquest,"Boumpouli, C., Brouzos, A., & Vassilopoulos, S. P. (2021). Conceptualizing Parenting Wisdom: Scale Development and Validation. Marriage & Family Review, 1-33.",Reflection subscale,0.87,9,TRUE,,I focus on ways of amending my behavior that would be useful.;I am interested in examining possible connections between my childhood experiences and the way I raise my child.;I often think about the way I feel about things. Self-Reflection and Insight Scale;My experience in the parenting role helps me discover new things about myself.;I often examine if the way I nurture my child meets my child’s needs.;I reflect on the interaction between my child and myself as a parent.;I often examine if our parent-child interactions contribute to the parenting goals I have set.;I often evaluate if my reaction to a certain situation fits the given situation.;I often think about the way I think about things.,,,,,psychology,,,
293,Boumpouli,2021,0,1/19/2022,Proquest,"Boumpouli, C., Brouzos, A., & Vassilopoulos, S. P. (2021). Conceptualizing Parenting Wisdom: Scale Development and Validation. Marriage & Family Review, 1-33.",Perspective change subscale,0.85,9,TRUE,,"When I want to fully understand an important event that has happened with my child, I usually try to look at it from different angles. That is, look at it not only from my point of view but also from the perspective of my child.;When I am upset with my child, I usually try to “put myself in his/her shoes” for a while.;When I am trying to solve a problem, I think of as many options as possible until I cannot come up with any more ideas.;I try to look at everybody’s side of disagreement before I make a decision.;When I am confused by a problem that has arisen in the family, one of the first things I do is survey the situation and consider all relevant information.;When I have to reach an important decision, I take into account as many aspects as possible. That is, I take into consideration what my sense, my heart, my experiences, my principles, etc. say.;When making a decision, I consider both the immediate consequences and the long-term consequences of each option, which may even contradict each other.; Before criticizing a member of the family, I try to imagine how I would feel if I were in their place.;I usually ask family members to share how they look at things from their point of view, before I reach a conclusion regarding a situation.",,,,,psychology,,,
294,Boumpouli,2021,0,1/19/2022,Proquest,"Boumpouli, C., Brouzos, A., & Vassilopoulos, S. P. (2021). Conceptualizing Parenting Wisdom: Scale Development and Validation. Marriage & Family Review, 1-33.",Emotion regulation subscale,0.79,6,TRUE,,"I am able to control my anger.;When I’m faced with a stressful situation at home, I make myself think about it in a way that helps me stay calm.;Others admire me for being a relaxed parent.;I stay calm when having a disagreement with my child.;On the whole, I’m able to deal with stress deriving from parenting.",,,,,psychology,,,
295,Boumpouli,2021,0,1/19/2022,Proquest,"Boumpouli, C., Brouzos, A., & Vassilopoulos, S. P. (2021). Conceptualizing Parenting Wisdom: Scale Development and Validation. Marriage & Family Review, 1-33.",life experiences subscale.,0.76,6,TRUE,,"I have the ability to solve most problems that arise at home, even though initially no solution is immediately apparent.;Having been confronted with difficult experiences, has contributed to my overall personal growth.;When coping with a difficult situation, I try to learn something from this experience.;Difficult past events have helped me become more focused on priorities.;Having dealt with difficult situations has led me to deal with stress and problems in a better way.;I have experienced difficulties that have taught me how to adjust to situations I cannot change.",,,,,psychology,,,
296,Griffith,1998,40,1/24/2022,Proquest,"Griffith, J. D., Joe, G. W., Chatham, L. R., & Simpson, D. D. (1998). The Development and Validation of a Simpatia Scale for Hispanics Entering Drug Treatment. Hispanic Journal of Behavioral Sciences, 20(4), 468–482.",total scale,0.75,17,,,,,,,0.797,psychology,,,
296,Griffith,1998,40,1/24/2022,Proquest,"Griffith, J. D., Joe, G. W., Chatham, L. R., & Simpson, D. D. (1998). The Development and Validation of a Simpatia Scale for Hispanics Entering Drug Treatment. Hispanic Journal of Behavioral Sciences, 20(4), 468–482.",agreeableness scale,0.72,7,,,,,,,0.797,psychology,,,
296,Griffith,1998,40,1/24/2022,Proquest,"Griffith, J. D., Joe, G. W., Chatham, L. R., & Simpson, D. D. (1998). The Development and Validation of a Simpatia Scale for Hispanics Entering Drug Treatment. Hispanic Journal of Behavioral Sciences, 20(4), 468–482.",respect scale,0.71,6,,,,,,,0.797,psychology,,,
296,Griffith,1998,40,1/24/2022,Proquest,"Griffith, J. D., Joe, G. W., Chatham, L. R., & Simpson, D. D. (1998). The Development and Validation of a Simpatia Scale for Hispanics Entering Drug Treatment. Hispanic Journal of Behavioral Sciences, 20(4), 468–482.",politeness scale,0.7,4,,,,,,,0.797,psychology,,,
297,Müller-Ferrés,2019,0,1/24/2022,Proquest,"Müller-Ferrés, Pablo A A, Antonio Medina Rivilla, and Nathaly Vera. 2021. ""Self-Directed Learning: Validation of Fisher, King, and Tague’s Scale in Engineering Students."" The International Journal of Adult, Community and Professional Learning 28 (1): 15-27",total scale,0.83,27,TRUE,FALSE,"I am a disciplined person; I am a disorganized person; I follow a strict time-schedule; I am a methodical person; I am systematic in my learning; I follow a schedule when studying.; I have priorities in my work; I am reliable in terms of learning; I trust my abilities to search for new information; I want to learn new information; I enjoy learning new information; I feel the need to learn; I like challenges; I dislike studying; I evaluate my ideas critically; I learn from my mistakes; I need to know the motive for all things; If I have a problem I cannot solve, I look for help; I have no control over my life; I have high personal standards; I prefer to set my own learning goals; I evaluate my own performance; I am a responsible person; I can focus on a problem; I am aware of my limitations; I can find information on my own; I have confidence in my abilities",,,,0.14,Education,,,
298,Müller-Ferrés,2019,0,1/24/2022,Proquest,"Müller-Ferrés, Pablo A A, Antonio Medina Rivilla, and Nathaly Vera. 2021. ""Self-Directed Learning: Validation of Fisher, King, and Tague’s Scale in Engineering Students."" The International Journal of Adult, Community and Professional Learning 28 (1): 15-27",Eagerness scale,0.59,6,TRUE,FALSE,"I want to learn new information; I enjoy learning new information; I feel the need to learn; I like challenges; I dislike studying; If I have a problem I cannot solve, I look for help",,,,0.14,Education,,,
299,Müller-Ferrés,2019,0,1/24/2022,Proquest,"Müller-Ferrés, Pablo A A, Antonio Medina Rivilla, and Nathaly Vera. 2021. ""Self-Directed Learning: Validation of Fisher, King, and Tague’s Scale in Engineering Students."" The International Journal of Adult, Community and Professional Learning 28 (1): 15-27",self-management scale,0.64,9,TRUE,FALSE,I am a disciplined person; I am a disorganized person; I am a methodical person; I am systematic in my learning; I follow a schedule when studying.; I have priorities in my work; I am reliable in terms of learning; I trust my abilities to search for new information,,,,0.14,Education,,,
300,Müller-Ferrés,2019,0,1/24/2022,Proquest,"Müller-Ferrés, Pablo A A, Antonio Medina Rivilla, and Nathaly Vera. 2021. ""Self-Directed Learning: Validation of Fisher, King, and Tague’s Scale in Engineering Students."" The International Journal of Adult, Community and Professional Learning 28 (1): 15-27",self-control scale,0.84,12,TRUE,FALSE,I learn from my mistakes; I need to know the motive for all things; I have no control over my life; I have high personal standards; I prefer to set my own learning goals; I evaluate my own performance; I am a responsible person; I can focus on a problem; I am aware of my limitations; I can find information on my own; I have confidence in my abilities,,,,0.14,Education,,,
301,Erdoğmuş,2021,2,1/25/2022,Proquest,"Erdoğmuş, Cavit & Coban, Emre & Korkmaz, Özgen & Ozden, Muhammet. (2021). Technological Formation Scale for Teachers (TFS): Development and Validation. Participatory Educational Research. 8. 260-279. 10.17275/per.21.39.8.2.",total scale,0.97,55,TRUE,,"I can make online educational media (animation, video, educational game).; I can fictionalize an educational media (animation, video, educational game) step by step.; I can make my custom pages on the online platforms I use.; I can customize the software I use by my needs.; I can make a blog or blogs which my students discuss and submit ideas.; I can prepare creative lesson content with mobile devices (smartphone, tablet).; I can write unique scenario for educational media (animation, video, educational game).; I can prepare online interactive lesson presentation.; I can prepare different concept map and drawing on online.; I can build game with online game providers for both educational and fun.; I can design a unique character for educational media (animation, video, educational media).; I can build an online platform to evaluate my students.; I can decide online platforms or simulation development app by lesson content.; I can design a page/platform which students get lesson content with social networks.; I can plan process of mobile app development step by step.; I can decide the computer hardware I use by my needs.; I can study with different simulation, virtual reality or augmented reality apps.; If needed, I can design simple simulations to use my lessons.; I can develop websites about different departments.; I can prepare online survey, quiz etc. about whichever for my students to fill.; When I am online, I can understand which websites use technologies.; I can survive the hardship in process of mobile app development.; I can develop virtual reality app or augmented reality to enrich my lessons.; I can re-enrich a printed lesson material with virtual reality or 
 augmented reality.; I can re-enrich a printed lesson material with virtual reality or augmented reality.; I can prepare lesson content about mobile app development.; I can edit my images with photo editor app.; I can design creative interface design for my mobile app.; I can lonely install different operating systems (Windows, Linux, MacOS).; I can know the formats (apx, php, html etc.) on address bar means.; I can enrich my lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can enrich my lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can decide components to be used in electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can develop an app with electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can develop the products which support lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can enrich my lesson content by using block-based app (Scratch, Codu etc.); I can develop lesson content by using educational robot kits.; I can mathematically express the solution ways of the problems I face in the daily life.; I think that I learn better the instructions made with the help of mathematical symbols and concepts.; I think that I have a special interest in the mathematical processes.; I have problems in the issue of where and how I should use the variables such as X and Y in the solution of a problem.; It is fun to try to solve the complex problems.; I am good at preparing regular plans regarding the solution of the complex problems.; I make use of a systematic method while comparing the options at my hand and while reaching a decision.; I can apply the solution ways I plan respectively and gradually.; I have not problems in the demonstration of the solution of a problem in my mind.; I have not problems in the demonstration of the solution of a problem in my mind.; I have not problems in the demonstration of the solution of a problem in my mind.; In the cooperative learning, I think that I attain/will attain more successful results because I am working in a group.; I like the people who are sure of most of their decisions.; I like unbiased and realist people.; Dreaming is caused to show up my important projects.; I trust myself to conduct the plan while I plan to solve my problem.; I have faith in solving the problems when I come across a new situation.; I am easily adapted new technologies.",,,,1.04,Education,,,
